pct,chemical,chemical_code,total_items,total_tabs_caps
00K,Quinapril Hydrochloride with Diuretic,0205051P0,4,196
RRF,Valsartan,0205052V0,7,196
RRF,Dutasteride,0604020B0,2,196
00R,Calcium Carbonate,0101021C0,7,196
03K,Amiloride HCl With Loop Diuretics,0202040D0,7,196
RYG,Hyoscine Butylbromide,0102000N0,4,196
RYW,Lisinopril,0205051L0,6,196
NR3,Eplerenone,0202030X0,9,196
RY4,Flupentixol Hydrochloride,0403040F0,5,196
RH8,Pramipexole,0409010W0,3,196
NQ7,Pantoprazole,0103050R0,9,196
99K,Paliperidone,0402010AE,4,196
RFR,Diltiazem Hydrochloride,0206020C0,4,196
06Y,Saxagliptin/Dapagliflozin,0601023AV,4,196
09Y,Ertugliflozin,0601023AX,4,196
NV6,Escitalopram,0403030X0,5,196
00Q,Olmesartan Medoxomil/Hydrochlorothiazide,0205052Y0,7,196
03Q,Pimozide,0402010R0,5,196
03N,Paracetamol Combined Preparations,0407010X0,7,196
NDL,Rosuvastatin Calcium,0212000AA,5,196
09A,Ulipristal Acet,0604012U0,6,196
RYX,Pregabalin,0408010AE,4,196
RQ6,Candesartan Cilexetil,0205052C0,7,196
06A,Ertugliflozin,0601023AX,4,196
06Y,Clozapine,0402010C0,4,196
04Q,Famotidine,0103010H0,6,196
08N,Empagliflozin/Linagliptin,0601023AY,4,196
09H,Famotidine,0103010H0,5,196
RJC,Pregabalin,0408010AE,4,196
RY4,Primidone,0408010U0,3,196
00M,Clozapine,0402010C0,3,196
03W,Other Test For Helicobacter Pylori Preps,010300000,195,195
ARF,Citalopram Hydrobromide,0403030D0,14,195
NTP,Spironolactone,0202030S0,24,195
06P,Moclobemide,0403020K0,7,195
RRF,Sitagliptin,0601023X0,9,195
RX6,Amlodipine,0206020A0,31,195
15A,Isometheptene Mucate,0407010AC,8,195
NVE,Nifedipine,0206020R0,12,195
08G,Clomifene Citrate,0605010G0,10,195
RNU,Isosorbide Mononitrate,0206010K0,8,194
NTP,Ivabradine,0206030Y0,9,194
R0B,Atenolol,0204000E0,11,194
DL0,Sertraline Hydrochloride,0403030Q0,18,194
RY5,Doxazosin Mesilate,0205040D0,9,194
RY4,Perindopril Erbumine,0205051M0,12,193
NKB,Losartan Potassium,0205052N0,18,193
RNN,Gabapentin,0408010G0,4,193
NVC,Cyclizine Hydrochloride,0406000F0,4,193
02D,Danazol,0607020C0,7,192
NDL,Dexamethasone,0603020G0,17,192
04G,Alendronic Acid & Colecalciferol,0606020Y0,48,192
99D,Eletriptan,0407041AA,30,192
08K,Paracetamol Combined Preparations,0407010X0,6,192
15N,Paracetamol & Ibuprofen,0407010AD,3,192
01G,Loperamide Hydrochloride & Simeticone,0104020P0,5,192
RNA,Haloperidol,0402010J0,5,192
RVW,Clonazepam,0408010F0,6,192
RY8,Dexamethasone,0603020G0,5,192
11J,Paracetamol & Ibuprofen,0407010AD,2,192
03K,Eletriptan,0407041AA,31,192
218,Zopiclone,0401010Z0,19,192
03N,Aprepitant,0406000AD,12,192
05D,Ibandronic Acid,0606020W0,164,192
01V,Meprobamate,0401020R0,12,192
01C,Paracetamol Combined Preparations,0407010X0,6,192
13T,Ergotamine Tartrate,0407041F0,7,192
NLX,Norethisterone,0604012P0,4,192
13T,Dimenhydrinate/Cinnarizine,0406000AC,1,192
01J,Paracetamol & Ibuprofen,0407010AD,6,192
03J,Eletriptan,0407041AA,26,192
99H,Alendronic Acid & Colecalciferol,0606020Y0,25,192
08F,Naltrexone Hydrochloride,0410030E0,8,192
R1K,Pregabalin,0408010AE,4,192
AJ6,Loperamide Hydrochloride,0104020L0,7,192
13V,Sodium Valproate,0408010W0,8,191
RJ1,Isosorbide Mononitrate,0206010K0,15,191
NTP,Hydrocortisone,0603020J0,10,191
RY2,Edoxaban,0208020AA,15,191
RHA,Sertraline Hydrochloride,0403030Q0,13,191
NTP,Nortriptyline,0403010V0,14,191
RVW,Prochlorperazine Maleate,0406000T0,12,190
01H,Nimodipine,0206020M0,3,190
NDA,Sertraline Hydrochloride,0403030Q0,10,190
00Y,Alverine Citrate/Simeticone,0102000AJ,2,190
06A,Co-Phenotrope (Diphenox HCl/Atrop Sulph),0104020H0,4,190
01Y,Tolfenamic Acid,0407041U0,19,190
RRU,Candesartan Cilexetil,0205052C0,14,190
13V,Melatonin,0401010AD,7,190
04D,Metformin Hydrochloride/Vildagliptin,0601023Z0,4,190
07M,Beclometasone Dipropionate (Systemic),0105020G0,6,190
08V,Tolfenamic Acid,0407041U0,18,190
09L,Tolfenamic Acid,0407041U0,13,190
RXA,Alverine Citrate,0102000A0,3,190
09G,Diosmin/Hesperidin,0206040AT,2,190
DL0,Amitriptyline Hydrochloride,0403010B0,11,189
00R,Paliperidone,0402010AE,15,189
02R,Co-Danthrusate (Dantron/Docusate Sod),0106020J0,3,189
RY8,Cinnarizine,0406000D0,3,189
RKL,Aripiprazole,0402010AD,5,189
112,Cyclizine Hydrochloride,0406000F0,3,189
RTG,Dexamethasone,0603020G0,5,189
06P,Ethinylestradiol,0604011D0,3,189
AD9,Rosuvastatin Calcium,0212000AA,7,189
15N,Co-Danthrusate (Dantron/Docusate Sod),0106020J0,3,189
NMS,Lansoprazole,0103050L0,6,189
AD9,Dexamfetamine Sulfate,0404000L0,3,189
NLX,Dihydrocodeine Tartrate,0407020G0,6,189
07R,Pericyazine,0402010P0,7,189
RHA,Gliclazide,0601021M0,13,189
06P,Co-Danthrusate (Dantron/Docusate Sod),0106020J0,2,189
R1D,Rivaroxaban,0208020Y0,9,189
RPG,Nebivolol,0204000AB,8,189
RNU,Esomeprazole,0103050E0,8,189
R0B,Mebeverine Hydrochloride,0102000P0,3,189
AKV,Dihydrocodeine Tartrate,0407020G0,3,189
99A,Ergotamine Tartrate,0407041F0,8,188
RL4,Ranitidine Hydrochloride,0103010T0,5,188
10D,Simeticone,0101010R0,8,188
02M,Diazoxide,0601040E0,7,188
RFR,Haloperidol,0402010J0,6,188
RY2,Valsartan with Diuretic,0205052X0,3,188
RNN,Bisacodyl,0106020C0,3,188
00T,Clomifene Citrate,0605010G0,6,188
NI3,Codeine Phosphate,0407020C0,3,188
RY2,Alverine Citrate,0102000A0,7,188
01T,Hydrochlorothiazide,0202010L0,47,188
RH8,Aspirin,0209000A0,5,188
RYF,Lamotrigine,0408010H0,10,188
RYF,Oxycodone Hydrochloride,0407020AD,9,188
RY6,Zopiclone,0401010Z0,12,187
RY5,Indapamide,0202010P0,8,187
RX6,Venlafaxine,0403040W0,35,187
114,Loperamide Hydrochloride,0104020L0,4,187
NDA,Levothyroxine Sodium,0602010V0,11,187
10A,Clomifene Citrate,0605010G0,3,187
AE8,Mirtazapine,0403040X0,13,186
RHA,Sodium Valproate,0408010W0,5,186
RA9,Buprenorphine,0407020B0,7,186
RY6,Procyclidine Hydrochloride,0409020S0,10,186
RTR,Haloperidol,0402010J0,7,186
NNF,Perindopril Erbumine,0205051M0,7,186
RRU,Furosemide,0202020L0,26,186
AXG,Apixaban,0208020Z0,6,186
NFH,Co-Codamol (Codeine Phos/Paracetamol),0407010F0,4,186
NVE,Lithium Carbonate,0402030K0,20,186
NQV,Pregabalin,0408010AE,8,186
NBF,Rivaroxaban,0208020Y0,4,186
03M,Ergotamine Tartrate,0407041F0,7,186
AD9,Ondansetron Hydrochloride,0406000S0,8,186
RTQ,Flupentixol Hydrochloride,0402010H0,6,186
NLX,Docusate Sodium,0106020I0,3,186
RJ1,Ondansetron Hydrochloride,0406000S0,12,185
05F,Clomifene Citrate,0605010G0,9,185
RCD,Digoxin,0201010F0,11,185
07W,Lormetazepam,0401010P0,7,185
R0B,Prochlorperazine Maleate,0406000T0,6,184
RV9,Dexamethasone,0603020G0,3,184
NR3,Loperamide Hydrochloride,0104020L0,6,184
02D,Simeticone,0101010R0,4,184
RYW,Mebeverine Hydrochloride,0102000P0,2,184
RYF,Peppermint Oil,0102000T0,2,184
RRF,Guanfacine,0404000V0,7,184
RLY,Prochlorperazine Maleate,0406000T0,2,184
RYF,Fluoxetine Hydrochloride,0403030E0,9,184
02G,Compound Alginates&Prop Indigestion Prep,010102100,3,184
AT0,Levothyroxine Sodium,0602010V0,2,184
15D,Paracetamol Combined Preparations,0407010X0,2,184
NV1,Budesonide,0105020A0,2,184
RFR,Peppermint Oil,0102000T0,2,184
10C,Clozapine,0402010C0,2,184
RL4,Domperidone,0406000J0,6,183
99M,Metolazone,0202010V0,23,183
RY6,Trihexyphenidyl Hydrochloride,0409020C0,5,183
08R,Methylprednisolone,0603020S0,5,183
RCD,Perindopril Erbumine,0205051M0,7,183
RFR,Duloxetine Hydrochloride,0403040Y0,5,182
RY8,Haloperidol,0402010J0,6,182
RGR,Spironolactone,0202030S0,10,182
07G,Pericyazine,0402010P0,3,182
99D,Pimozide,0402010R0,13,182
10D,Pimozide,0402010R0,13,182
99J,Benperidol,0402010B0,13,182
NVE,Zolpidem Tartrate,0401010Y0,40,182
NLO,Pantoprazole,0103050R0,9,182
NLO,Simvastatin,0212000Y0,7,182
RH8,Bisoprolol Fumarate,0204000H0,7,182
NR3,Rivaroxaban,0208020Y0,7,182
01H,Ergotamine Tartrate,0407041F0,10,182
RY2,Sotalol Hydrochloride,0204000T0,6,182
RY4,Meptazinol Hydrochloride,0407020L0,4,182
RJC,Metformin Hydrochloride,0601022B0,3,182
RHA,Lamotrigine,0408010H0,6,182
RY8,Diltiazem Hydrochloride,0206020C0,3,182
NLF,Nifedipine,0206020R0,3,182
01A,Nalmefene,0410010D0,12,182
R0B,Losartan Potassium,0205052N0,9,182
NNF,Atenolol,0204000E0,6,182
05R,Triamterene With Thiazides,0202040V0,12,182
06Y,Pimozide,0402010R0,13,182
06Y,Deflazacort,0603020I0,13,182
06Q,Pimozide,0402010R0,13,182
ARF,Propranolol Hydrochloride,0204000R0,6,182
R0B,Doxazosin Mesilate,0205040D0,8,182
06H,Triamterene With Thiazides,0202040V0,7,182
NDJ,Lansoprazole,0103050L0,7,182
NTV,Perindopril Erbumine,0205051M0,8,182
10L,Amiloride HCl With Loop Diuretics,0202040D0,6,182
99F,Pindolol,0204000P0,2,182
07X,Ethinylestradiol,0604011D0,3,182
14K,Lisdexamfetamine Dimesylate,0404000U0,4,182
NR5,Lurasidone,0402010AI,5,182
RTF,Clonazepam,0408010F0,1,182
00R,Nalmefene,0410010D0,10,182
RX6,Aspirin,0209000A0,34,182
RRE,Lisinopril,0205051L0,5,182
720,Pregabalin,0408010AE,3,182
ACH,Apixaban,0208020Z0,5,182
15A,Hydrochlorothiazide,0202010L0,13,182
NI3,Lansoprazole,0103050L0,4,182
NEQ,Mesalazine (Systemic),0105010B0,4,182
05G,Promazine Hydrochloride,0402010S0,5,182
07P,Danazol,0607020C0,6,182
RVW,Metoprolol Tartrate,0204000K0,4,182
NTV,Pancreatin,0109040N0,1,182
AC0,Candesartan Cilexetil,0205052C0,5,181
RGQ,Diazepam,0401020K0,6,181
NKB,Indapamide,0202010P0,12,181
09P,Beclometasone Dipropionate (Systemic),0105020G0,6,181
00J,Alverine Citrate/Simeticone,0102000AJ,2,180
01D,Beclometasone Dipropionate (Systemic),0105020G0,6,180
01F,Cabergoline,0409010U0,9,180
01V,Cabergoline,0409010U0,9,180
RCF,Co-Beneldopa (Benserazide/Levodopa),0409010K0,3,180
02T,Misoprostol,0103040M0,3,180
05J,Chlortalidone,0202010F0,6,180
RM1,Norethisterone,0604012P0,3,180
06Q,Compound Alginates&Prop Indigestion Prep,010102100,5,180
99G,Doxylamine Succinate/Pyridoxine HCl,0406000AA,8,180
07V,Alverine Citrate/Simeticone,0102000AJ,2,180
09L,Phenoxybenzamine Hydrochloride,0205040M0,4,180
09P,Sodium Clodronate,0606020T0,1,180
09Y,Sildenafil(Vasodilator Antihypertensive),0205010Y0,6,180
10C,Chlortalidone,0202010F0,6,180
03H,Testosterone Undecanoate,0604020T0,3,180
02P,Doxylamine Succinate/Pyridoxine HCl,0406000AA,6,180
05R,Cabergoline,0409010U0,9,180
08M,Co-Phenotrope (Diphenox HCl/Atrop Sulph),0104020H0,3,180
08G,Alverine Citrate/Simeticone,0102000AJ,2,180
02P,Loperamide Hydrochloride & Simeticone,0104020P0,3,180
02Q,Eluxadoline,0102000AK,4,180
05J,Isometheptene Mucate,0407010AC,3,180
04V,Alverine Citrate/Simeticone,0102000AJ,2,180
NRX,Lisdexamfetamine Dimesylate,0404000U0,2,180
08H,Cabergoline,0409010U0,5,180
NI3,Fluoxetine Hydrochloride,0403030E0,3,180
08G,Methylprednisolone,0603020S0,7,180
09X,Isometheptene Mucate,0407010AC,3,180
99H,Cabergoline,0409010U0,6,180
11A,Phenoxybenzamine Hydrochloride,0205040M0,3,180
99M,Isometheptene Mucate,0407010AC,6,180
08Y,Perindopril Tosilate/Indapamide,0205051AB,2,180
05A,Pentosan Polysulfate Sodium,0208020I0,2,180
04M,Olsalazine Sodium,0105010C0,2,180
04N,Metformin Hydrochloride/Vildagliptin,0601023Z0,3,180
NI3,Bisacodyl,0106020C0,3,180
15C,Safinamide,0409010AA,6,180
09D,Pentosan Polysulfate Sodium,0208020I0,2,180
10V,Perindopril + Calcium Channel Blocker,0205051AC,3,180
07W,Cloral Betaine,0401010C0,4,180
NYG,Acebutolol Hydrochloride,0204000C0,1,180
04N,Alverine Citrate/Simeticone,0102000AJ,2,180
NI3,Levetiracetam,0408010A0,2,180
R0B,Ursodeoxycholic Acid,0109010U0,3,180
08Q,Alprazolam,0401020A0,2,180
14Y,Alverine Citrate/Simeticone,0102000AJ,2,180
08A,Mesterolone,0604020F0,1,180
02X,Compound Alginates&Prop Indigestion Prep,010102100,3,180
07K,Pirenzepine,0103020P0,3,180
07M,Alverine Citrate/Simeticone,0102000AJ,2,180
07P,Testosterone Undecanoate,0604020T0,5,180
07W,Aprepitant,0406000AD,9,180
09G,Alverine Citrate/Simeticone,0102000AJ,2,180
03H,Loperamide Hydrochloride & Simeticone,0104020P0,3,180
10D,Moclobemide,0403020K0,3,180
11J,Acipimox,0212000A0,2,180
RY4,Pentosan Polysulfate Sodium,0208020I0,2,180
08D,Cabergoline,0409010U0,9,180
08D,Beclometasone Dipropionate (Systemic),0105020G0,2,180
08J,Chlortalidone,0202010F0,6,180
10A,Phenoxybenzamine Hydrochloride,0205040M0,6,180
01C,Clomifene Citrate,0605010G0,7,180
05V,Cyproterone Acetate,0604020D0,6,180
07Q,Alverine Citrate/Simeticone,0102000AJ,2,180
15D,Compound Alginates&Prop Indigestion Prep,010102100,5,180
12F,Perindopril + Calcium Channel Blocker,0205051AC,2,180
02A,Dimenhydrinate/Cinnarizine,0406000AC,6,180
05H,Naltrexone Hydrochloride,0410030E0,3,180
R1A,Hyoscine Butylbromide,0102000N0,4,180
RHA,Mebeverine Hydrochloride,0102000P0,9,180
06K,Perindopril + Calcium Channel Blocker,0205051AC,4,180
08L,Quinagolide Hydrochloride,0607010T0,2,180
10C,Phenoxybenzamine Hydrochloride,0205040M0,2,180
10R,Sildenafil(Vasodilator Antihypertensive),0205010Y0,2,180
05H,Sildenafil(Vasodilator Antihypertensive),0205010Y0,2,180
AXG,Midodrine Hydrochloride,0207020Y0,1,180
RYF,Dipyridamole,0209000L0,2,180
04D,Acipimox,0212000A0,2,180
NVC,Trimetazidine Hydrochloride,0206020B0,1,180
AD9,Peppermint Oil,0102000T0,1,180
09D,Magnesium Oxide,0101010I0,1,180
08K,Sildenafil(Vasodilator Antihypertensive),0205010Y0,1,180
11M,Alverine Citrate/Simeticone,0102000AJ,2,180
RMC,Propranolol Hydrochloride,0204000R0,1,180
08Q,Alverine Citrate/Simeticone,0102000AJ,2,180
15D,Oxitriptan,0403040R0,1,180
10X,Alverine Citrate/Simeticone,0102000AJ,1,180
09J,Alverine Citrate/Simeticone,0102000AJ,2,180
02D,Cabergoline,0409010U0,9,180
00C,Cabergoline,0409010U0,9,180
00J,Xipamide,0202010Y0,3,180
01W,Loperamide Hydrochloride & Simeticone,0104020P0,13,180
06D,Eletriptan,0407041AA,27,180
R1A,Domperidone,0406000J0,5,180
04N,Chlortalidone,0202010F0,6,180
08D,Aluminium Hydroxide,0101010C0,3,180
07V,Safinamide,0409010AA,3,180
NLX,Quetiapine,0402010AB,6,180
15N,Perindopril + Calcium Channel Blocker,0205051AC,4,180
15N,Meprobamate,0401020R0,6,180
10A,Granisetron Hydrochloride,0406000M0,3,180
10R,Methylprednisolone,0603020S0,7,180
RRF,Risperidone,040201030,9,180
01V,Quinagolide Hydrochloride,0607010T0,6,180
06W,Perindopril + Calcium Channel Blocker,0205051AC,3,180
05N,Prasterone,0604030Q0,3,180
08W,Quinidine Sulfate,0203020U0,3,180
08E,Doxylamine Succinate/Pyridoxine HCl,0406000AA,5,180
10E,Asenapine,0402030R0,3,180
NDA,Methadone Hydrochloride,0407020M0,1,180
NDA,Atorvastatin,0212000B0,11,180
00L,Perindopril + Calcium Channel Blocker,0205051AC,4,180
RM1,Colesevelam Hydrochloride,0212000AD,1,180
07H,Magnesium Carbonate,0101010F0,6,180
04F,Isometheptene Mucate,0407010AC,6,180
04L,Metolazone,0202010V0,5,180
04F,Sildenafil(Vasodilator Antihypertensive),0205010Y0,1,180
07Q,Isometheptene Mucate,0407010AC,6,180
00K,Aspirin & Caffeine,0407010AA,3,180
01G,Prasterone,0604030Q0,3,180
03R,Flunarizine Dihydroch,0406000E0,4,180
04C,Nimodipine,0206020M0,1,180
08Y,Pentosan Polysulfate Sodium,0208020I0,2,180
RCF,Co-Careldopa (Carbidopa/Levodopa),0409010N0,2,180
08F,Ethinylestradiol,0604011D0,1,180
116,Paracetamol,0407010H0,1,180
06V,Alverine Citrate/Simeticone,0102000AJ,3,180
NR5,Imipramine Hydrochloride,0403010N0,3,180
02D,Vigabatrin,0408010X0,1,180
07K,Metyrapone,0607030M0,1,180
04V,Other Test For Helicobacter Pylori Preps,010300000,177,179
07W,Ulipristal Acet,0604012U0,5,179
RRF,Naloxegol,0106060B0,7,179
AC0,Methylphenidate Hydrochloride,0404000M0,19,179
RX6,Atorvastatin,0212000B0,41,179
08H,Ibandronic Acid,0606020W0,93,179
01W,Ulipristal Acet,0604012U0,5,179
13V,Fluoxetine Hydrochloride,0403030E0,17,178
NLX,Clonazepam,0408010F0,3,178
AC0,Losartan Potassium,0205052N0,8,178
03L,Beclometasone Dipropionate (Systemic),0105020G0,6,178
RNU,Olanzapine,040201060,17,178
00T,Beclometasone Dipropionate (Systemic),0105020G0,6,178
AJ6,Buprenorphine,0407020B0,16,178
RYF,Ondansetron Hydrochloride,0406000S0,11,178
RWX,Isosorbide Mononitrate,0206010K0,9,178
NV6,Promazine Hydrochloride,0402010S0,2,178
08K,Safinamide,0409010AA,6,178
RVW,Gliclazide,0601021M0,4,178
RJ8,Loperamide Hydrochloride,0104020L0,4,178
NVC,Domperidone,0406000J0,3,177
RRU,Atorvastatin,0212000B0,22,177
AVQ,Pregabalin,0408010AE,1,177
RVW,Levomepromazine Maleate,0402010K0,11,177
RCD,Co-Careldopa (Carbidopa/Levodopa),0409010N0,2,177
14A,Fluoxetine Hydrochloride,0403030E0,10,177
NT4,Nefopam Hydrochloride,0407010P0,6,177
NVE,Medroxyprogesterone Acetate,0604012M0,6,177
01V,Naltrexone Hydrochloride,0410030E0,14,176
11E,Loperamide Hydrochloride & Simeticone,0104020P0,7,176
RWX,Bisacodyl,0106020C0,6,176
RRU,Hyoscine Butylbromide,0102000N0,6,176
DWA,Buprenorphine,0407020B0,8,176
02E,Misoprostol,0103040M0,3,176
08V,Propafenone Hydrochloride,0203020R0,4,176
NLX,Senna,0106020M0,3,176
08P,Compound Alginates&Prop Indigestion Prep,010102100,2,176
RXA,Ranitidine Hydrochloride,0103010T0,4,176
R0B,Valproic Acid,0402030Q0,3,176
NW0,Atenolol,0204000E0,14,176
RWX,Paroxetine Hydrochloride,0403030P0,11,176
R1K,Morphine Sulfate,0407020Q0,3,176
01Y,Perindopril + Calcium Channel Blocker,0205051AC,6,176
NLX,Buprenorphine Hydrochloride,0410030A0,7,176
RDR,Morphine Sulfate,0407020Q0,3,176
RY3,Tranexamic Acid,0211000P0,3,176
07J,Mesterolone,0604020F0,3,176
09A,Magnesium Oxide,0101010I0,2,176
RY2,Clonazepam,0408010F0,9,176
15E,Paracetamol & Caffeine,0407010U0,4,176
RTR,Ranitidine Hydrochloride,0103010T0,4,176
RY2,Alginic Acid Compound Preparations,0101021B0,3,176
07M,Misoprostol,0103040M0,6,176
05C,Clozapine,0402010C0,2,176
00M,Co-Danthrusate (Dantron/Docusate Sod),0106020J0,4,175
02W,Liothyronine Sodium,0602010M0,7,175
08L,Co-Danthrusate (Dantron/Docusate Sod),0106020J0,2,175
RTQ,Sulpiride,0402010U0,4,175
RNU,Rivaroxaban,0208020Y0,12,175
99C,Xipamide,0202010Y0,4,175
RY8,Zopiclone,0401010Z0,9,175
NQV,Levothyroxine Sodium,0602010V0,7,175
RYY,Metoclopramide Hydrochloride,0406000P0,6,175
01C,Diazoxide,0601040E0,5,175
13V,Apixaban,0208020Z0,10,175
RV3,Lamotrigine,0408010H0,3,175
07N,Paliperidone,0402010AE,7,175
RJ1,Pancreatin,0109040N0,7,175
14A,Levetiracetam,0408010A0,7,175
NQL,Venlafaxine,0403040W0,9,175
13V,Metformin Hydrochloride,0601022B0,8,175
RYY,Hyoscine Butylbromide,0102000N0,5,175
RRF,Canagliflozin,0601023AM,7,175
RY5,Pantoprazole,0103050R0,6,175
RH8,Levothyroxine Sodium,0602010V0,7,175
ARF,Levothyroxine Sodium,0602010V0,20,175
RJ1,Fludrocortisone Acetate,0603010I0,5,175
05Y,Eletriptan,0407041AA,24,174
06N,Ulipristal Acet,0604012U0,4,174
RH8,Sertraline Hydrochloride,0403030Q0,7,174
NTP,Lercanidipine Hydrochloride,0206020L0,20,174
RWX,Labetalol Hydrochloride,0204000I0,6,174
NDL,Aspirin,0407010B0,3,174
R0B,Carbimazole,0602020D0,6,174
RGR,Topiramate,040801050,4,174
RNN,Ramipril,0205051R0,6,174
R1F,Loperamide Hydrochloride,0104020L0,7,174
AC0,Lamotrigine,0408010H0,24,174
RXA,Progesterone,0604012S0,2,174
04N,Danazol,0607020C0,5,174
NLO,Morphine Sulfate,0407020Q0,6,174
04D,Methylprednisolone,0603020S0,9,174
08P,Pentoxifylline,0206040AG,2,174
RY7,Sumatriptan Succinate,0407041T0,27,173
07H,Granisetron Hydrochloride,0406000M0,9,173
06N,Biperiden Hydrochloride,0409020G0,27,173
ARF,Sertraline Hydrochloride,0403030Q0,18,173
03L,Alendronic Acid & Colecalciferol,0606020Y0,36,172
15E,Beclometasone Dipropionate (Systemic),0105020G0,5,172
RJ7,Senna,0106020M0,2,172
01A,Alendronic Acid & Colecalciferol,0606020Y0,43,172
04Q,Alendronic Acid & Colecalciferol,0606020Y0,36,172
04Y,Fentanyl,0407020A0,6,172
NKB,Sumatriptan Succinate,0407041T0,26,172
10X,Metolazone,0202010V0,4,172
NR3,Ranitidine Hydrochloride,0103010T0,7,172
RDR,Entacapone,0409010V0,3,172
03H,Trifluoperazine,0402010X0,2,172
NLX,Ranitidine Hydrochloride,0103010T0,4,172
09F,Tolvaptan,0605020Y0,5,172
DR3,Morphine Sulfate,0407020Q0,2,172
RX6,Haloperidol,0402010J0,6,172
R1A,Fluvoxamine Maleate,0403030L0,6,172
RM1,Amlodipine,0206020A0,6,172
07Q,Alendronic Acid & Colecalciferol,0606020Y0,20,172
RY7,Warfarin Sodium,0208020V0,6,172
RWX,Carbamazepine,0408010C0,6,172
RTF,Hyoscine Butylbromide,0102000N0,2,172
01Y,Disopyramide Phosphate,0203020G0,4,172
AXT,Ramipril,0205051R0,11,171
RNU,Melatonin,0401010AD,5,171
RWX,Phenytoin Sodium,0408010Q0,3,171
NTP,Pramipexole,0409010W0,17,171
05V,Co-Danthrusate (Dantron/Docusate Sod),0106020J0,3,171
99D,Diamorphine Hydrochloride (Systemic),0407020K0,2,171
02A,Dydrogesterone,0604012F0,6,170
02T,Methylprednisolone,0603020S0,7,170
NBF,Lamotrigine,0408010H0,4,170
08G,Chlortalidone,0202010F0,11,170
RRU,Diazepam,0401020K0,21,170
DAN,Oxycodone Hydrochloride,0407020AD,8,170
06W,Hydrochlorothiazide,0202010L0,9,170
NBF,Clopidogrel,0209000C0,7,170
07N,Paracetamol Combined Preparations,0407010X0,5,170
08L,Tolfenamic Acid,0407041U0,9,170
RY5,Perindopril Erbumine,0205051M0,5,170
01E,Tolfenamic Acid,0407041U0,13,170
00L,Clomifene Citrate,0605010G0,56,170
RY6,Indapamide,0202010P0,7,170
05V,Co-Zidocapt (Hydchloroth/Captopril),0205051G0,6,170
AXT,Bisacodyl,0106020C0,14,170
NKB,Sitagliptin,0601023X0,8,170
R1K,Dapagliflozin,0601023AG,6,170
R1A,Desmopressin Acetate,0605020E0,3,170
RM1,Aspirin,0209000A0,4,170
11N,Nimodipine,0206020M0,2,170
06N,Rufinamide,0408010AF,3,170
R1K,Linagliptin,0601023AE,5,170
RRF,Phenobarbital,0408010N0,4,169
RWX,Clopidogrel,0209000C0,15,169
RY5,Ondansetron Hydrochloride,0406000S0,13,169
15N,Clozapine,0402010C0,5,169
01C,Eletriptan,0407041AA,28,168
RTR,Betahistine Hydrochloride,0406000B0,2,168
00Y,Spironolactone With Loop Diuretics,0202040T0,6,168
99C,Metformin Hydrochloride/Pioglitazone,0601023W0,3,168
R0B,Propantheline Bromide,0102000Y0,3,168
NNF,Amiloride Hydrochloride,0202030C0,2,168
NNF,Propranolol Hydrochloride,0204000R0,4,168
RCB,Valsartan,0205052V0,3,168
02P,Co-Zidocapt (Hydchloroth/Captopril),0205051G0,3,168
05H,Hydrochlorothiazide,0202010L0,12,168
05L,Paliperidone,0402010AE,3,168
RL4,Ursodeoxycholic Acid,0109010U0,2,168
04L,Vildagliptin,0601023AA,6,168
04L,Co-Danthrusate (Dantron/Docusate Sod),0106020J0,3,168
06H,Alendronic Acid & Colecalciferol,0606020Y0,36,168
RGQ,Bendroflumethiazide,0202010B0,6,168
08H,Prasterone,0604030Q0,12,168
NI3,Diltiazem Hydrochloride,0206020C0,5,168
NI3,Risperidone,040201030,3,168
08L,Co-Triamterzide(Triamterene/Hydchloroth),0202040H0,3,168
11X,Ulipristal Acet,0604012U0,4,168
15C,Triamterene With Loop Diuretics,0202040U0,3,168
DLD,Peppermint Oil,0102000T0,2,168
10C,Flunarizine Dihydroch,0406000E0,3,168
ARF,Candesartan Cilexetil,0205052C0,14,168
NTV,Tramadol Hydrochloride,040702040,3,168
NTP,Felodipine,0206020F0,15,168
10R,Ulipristal Acet,0604012U0,6,168
11J,Fluphenazine Hydrochloride,0402010I0,12,168
02F,Ethinylestradiol,0604011D0,1,168
00T,Quinagolide Hydrochloride,0607010T0,4,168
RTX,Bendroflumethiazide,0202010B0,6,168
01F,Flupentixol Hydrochloride,0402010H0,6,168
RFR,Aripiprazole,0402010AD,3,168
05F,Quinapril Hydrochloride with Diuretic,0205051P0,3,168
RL4,Midodrine Hydrochloride,0207020Y0,3,168
DR3,Enalapril Maleate,0205051I0,3,168
06Q,Ulipristal Acet,0604012U0,3,168
RY4,Diltiazem Hydrochloride,0206020C0,7,168
05Q,Olmesartan Medox/Amlodipine/Hydchloroth,0205052AC,4,168
RRE,Valsartan,0205052V0,3,168
07P,Saxagliptin/Dapagliflozin,0601023AV,3,168
08E,Amiloride Hydrochloride With Thiazides,0202040A0,3,168
07V,Loperamide Hydrochloride & Simeticone,0104020P0,3,168
08Q,"Estradiol, Estriol and Estrone",0604011H0,1,168
RRU,Loperamide Hydrochloride,0104020L0,10,168
RXC,Pregabalin,0408010AE,1,168
NX1,Omeprazole,0103050P0,2,168
11A,Cilazapril,0205051E0,3,168
